,ClusterCoefficient,Indegree,Outdegree,ClosenessCentrality,BetweennessCentrality,InOverOut,Activity
Potatomuffin-baelgun,0.001117596015131591,0,12,0.0,0.0,0.0,12
Sneakychilly-the-scryers,0.0,5,0,0.20685608207693043,0.0,inf,5
Frooty-illidan,0.0015062131055061851,0,220,0.0,0.0,0.0,220
Bëno-moon-guard,0.0005370770512902759,383,363,0.28986525983432193,0.001296983474330546,1.0550964187327823,746
Ilovepuppys-sargeras,0.0005259977007870563,95,87,0.27330176348143037,0.0004576921253960416,1.0919540229885059,182
Onlinecutie-thrall,0.0003687110517934528,121,13,0.28146616514624934,0.00016825701196993397,9.307692307692308,134
Sleipnyr-bleeding-hollow,0.001232940081252173,46,14,0.267629916909125,3.833779287741335e-05,3.2857142857142856,60
Katiegnomes-yojamba,0.0006849207636897272,208,144,0.27553216608507597,0.0005889852418550479,1.4444444444444444,352
Fleshed-darkspear,0.0003219207149056671,90,1,0.2780375769513419,6.772212135180343e-05,90.0,91
Letalis-2748,0.0005551379926664099,0,34,0.0,0.0,0.0,34
Lonelymom-tichondrius,0.0005305735101016398,24,5,0.22777067559480746,3.1970095444709726e-05,4.8,29
Vulti-bleeding-hollow,0.00027094688553060803,370,95,0.2908189065692337,0.001003652807799637,3.8947368421052633,465
Charging-aggramar,0.00045077246050646553,84,386,0.2910190991602517,0.001163507712994851,0.21761658031088082,470
Red-21224,0.0005941340557121545,0,49,0.0,0.0,0.0,49
Impalin-frostmourne,0.00016166673302742363,0,12,0.0,0.0,0.0,12
Neorcoid-2753,0.00040909854784766284,0,22,0.0,0.0,0.0,22
Barbaritas-21978,0.0,0,1,0.0,0.0,0.0,1
Stëelgear-stormrage,0.0008266510458928676,15,2,0.24821386994287872,8.244404617774531e-06,7.5,17
Kelcixogodx-moon-guard,0.0016057182663141692,10,1,0.24395429126254026,1.072750854584933e-06,10.0,11
Kelcixogodx-sargeras,0.00493876767293783,7,0,0.2207898799637843,0.0,inf,7
Easytoheal-illidan,0.0003625745596808715,60,18,0.2576520347953663,6.29806393104853e-05,3.3333333333333335,78
Tosoto-argent-dawn,0.0004002182400190492,21,7,0.24625883604260682,5.315205307544612e-05,3.0,28
Mdskpr-tichondrius,0.0,0,2,0.0,0.0,0.0,2
Irenaus-wyrmrest-accord,0.0003587397626845479,0,5,0.0,0.0,0.0,5
Disciplined-saurfang,0.0,0,1,0.0,0.0,0.0,1
Karanruk-illidan,0.0,0,3,0.0,0.0,0.0,3
Yujer-bleeding-hollow,0.00042156160602013277,73,4,0.2496862116719906,3.145540262185934e-05,18.25,77
Clapity-tichondrius,0.0008687093218962724,79,23,0.2640541533006281,3.530806075476165e-05,3.4347826086956523,102
Exxidae-2140,0.0005565037315175125,0,258,0.0,0.0,0.0,258
Zergal-maelstrom,0.0006208655339308849,64,109,0.2703533932364547,0.0003140184323124029,0.5871559633027523,173
Mariejois-kelthuzad,0.0,0,1,0.0,0.0,0.0,1
Zaknaféín-emerald-dream,0.0009189981547926474,0,17,0.0,0.0,0.0,17
Senpai-nathrezim,0.0007800453301155734,0,160,0.0,0.0,0.0,160
Captmorgan-barthilas,0.0005231175632524476,16,173,0.26096430867263365,0.0005636516045317044,0.09248554913294797,189
Tonygwynn-azuresong,0.0005990553834986327,81,168,0.26746795789025496,0.00030781455978676984,0.48214285714285715,249
Deadlykingdx-2995,0.0004862489444215083,0,181,0.0,0.0,0.0,181
itslitfam-2505,0.00014364040942321145,0,9,0.0,0.0,0.0,9
Legaylas-sargeras,0.00043600020111424025,8,47,0.22861680948796975,1.875303789914821e-05,0.1702127659574468,55
Cortisol-area-52,0.0008791735437314959,27,230,0.27586830485267766,0.0003258267715603976,0.11739130434782609,257
Anná-korialstrasz,0.0006659793186234745,0,14,0.0,0.0,0.0,14
Pachyderm-emerald-dream,0.0005197738920540875,16,106,0.2473865956275876,0.0001310947463062419,0.1509433962264151,122
Loxatar-tichondrius,0.0005840335917766201,415,273,0.28277584310889115,0.0009610633301276744,1.52014652014652,688
Makoshee-myzrael,0.0,0,1,0.0,0.0,0.0,1
Hysteria-22261,0.0009472617283083734,0,52,0.0,0.0,0.0,52
Surgingfist-illidan,0.00028841934786683716,326,123,0.29308928566259734,0.0013168357386585693,2.6504065040650406,449
Naoss-2727,0.0004594588189072599,0,159,0.0,0.0,0.0,159
Shambeefieus-zuljin,0.0006604633661068598,1,9,0.19908540245167647,5.17348631112976e-08,0.1111111111111111,10
Holywillow-nagrand,0.0,0,2,0.0,0.0,0.0,2
Itsyaboiniki-shadowmoon,0.0008007472132094702,13,106,0.22591845123471957,0.0001036314189980526,0.12264150943396226,119
Newman-bleeding-hollow,0.00040987227796938957,0,29,0.0,0.0,0.0,29
Dullmoments-tichondrius,0.0005593738131713338,47,41,0.2480365833667244,0.00015239163737908174,1.146341463414634,88
Elfdead-moon-guard,0.00038242463268397755,0,9,0.0,0.0,0.0,9
Powerworduwu-wyrmrest-accord,0.0006743864318855159,15,8,0.2338286394080014,3.2833766542774326e-05,1.875,23
Isitjuice-thrall,0.000588130722806807,12,285,0.26485250840689484,0.00026821475199197923,0.042105263157894736,297
Katryliah-2831,0.0006997462011456522,0,8,0.0,0.0,0.0,8
Chubbxo-stormrage,0.0005830315172123192,17,8,0.259197370078966,6.207735778378972e-05,2.125,25
Dentaldrill-westfall,0.0005449605870536106,5,5,0.22699435384121605,1.8735022872818378e-05,1.0,10
Rumblin-stormrage,0.0004974136353855362,14,69,0.21826105816256633,1.7235447141024294e-05,0.2028985507246377,83
Heckindoggø-tichondrius,0.0007189795867582464,328,17,0.273855971980576,0.0003177128107219699,19.294117647058822,345
Leofa-faerlina,0.0,1,0,0.1997603287068607,0.0,inf,1
Leofa-tichondrius,0.0020197776021653496,0,3,0.0,0.0,0.0,3
Shroomä-dalaran,0.0005859359195919477,2,5,0.1987842204056492,5.295909626813659e-05,0.4,7
Varolyn-sargeras,0.0006195786864931849,1,1,0.1592637567546612,0.0,1.0,2
Nokolk-eonar,0.0003535394731990673,3,241,0.21745566680403286,0.00018880619965331967,0.012448132780082987,244
Melun-bleeding-hollow,0.00042082652659665437,111,9,0.2737788642060573,8.046640365578757e-05,12.333333333333334,120
Ezbelle-dalaran,0.00039660358367865113,120,29,0.27518126902907397,0.00024240209305151887,4.137931034482759,149
Yolofish-farstriders,0.0007469773447768179,4,65,0.23086948598291263,4.932341001259481e-05,0.06153846153846154,69
Pk-anathema,0.0004897665331445102,16,1,0.2549832207778447,1.2327342326250357e-05,16.0,17
Chingatumomm-sargeras,0.0007093884291334331,3,6,0.20666376495520364,1.6097403450837868e-07,0.5,9
Hadto-blaumeux,0.0,1,0,0.19624529507556718,0.0,inf,1
Shackie-frostmourne,0.000388553762211888,45,7,0.25413685322240215,9.143461038666339e-05,6.428571428571429,52
Chirimoya-sargeras,0.0003570161960779153,0,11,0.0,0.0,0.0,11
Basterlil-feathermoon,0.0,0,1,0.0,0.0,0.0,1
Narunith-argent-dawn,0.0,2,0,0.20591877366741776,0.0,inf,2
FunkyPants-1178489,0.0,0,1,0.0,0.0,0.0,1
Rubytears-sargeras,0.0005230402068850137,140,24,0.27434275149232096,0.0002667777953690574,5.833333333333333,164
Maajin-shattered-halls,0.0,0,1,0.0,0.0,0.0,1
Gushing-aggramar,0.000538687600081449,29,51,0.2594394231741063,7.695920666074548e-05,0.5686274509803921,80
Schresta-arthas,0.0,0,1,0.0,0.0,0.0,1
Zêz-tichondrius,0.0009216738199578709,80,51,0.27122817687984185,0.0001987903493664429,1.5686274509803921,131
Zellah-kelthuzad,0.0,2,1,0.1883054813630213,3.7653895758888985e-07,2.0,3
Slowbot-mannoroth,0.0,0,1,0.0,0.0,0.0,1
Raiziel-tichondrius,0.0007134865573582574,84,157,0.279427844736546,0.0004303478894855509,0.535031847133758,241
Light-blackrock,0.0009114894139114387,18,31,0.26501131452242593,8.458405644276768e-05,0.5806451612903226,49
Stupid-blackrock,0.0008956700062540096,120,26,0.2786031959296963,0.00017224008674778887,4.615384615384615,146
Goulgrim-tichondrius,0.0,0,1,0.0,0.0,0.0,1
Alyrha-area-52,0.0,0,2,0.0,0.0,0.0,2
Shinigamixo-tichondrius,0.00038612756823047835,7,1,0.2312428390958722,1.0780835660001537e-07,7.0,8
Bbpoison-wyrmrest-accord,0.0006333172703367401,4,2,0.20335306468843753,2.718042119200457e-05,2.0,6
Nandar-tichondrius,0.00029486813265490106,16,1,0.2486963563645795,1.7406388308295805e-05,16.0,17
Ravenborn-azralon,0.0006012933924401422,540,122,0.2770315433813593,0.0007135075991663121,4.426229508196721,662
Watchaníme-tichondrius,0.0006231285394424381,13,15,0.2296643710412001,6.457793522490136e-05,0.8666666666666667,28
Ngrychs-barthilas,0.0,1,2,0.2085565094726279,2.016660131668157e-07,0.5,3
Dunklad-thrall,0.0,0,1,0.0,0.0,0.0,1
Timmyshoes-stormrage,0.0,0,1,0.0,0.0,0.0,1
Bakkian-stormrage,0.00047006162530257857,37,67,0.2532235251215482,0.00017784292811229852,0.5522388059701493,104
